block_name,x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5
EE1_BEG_00-WW1_END_00-0,0,0,0,-100,322,-100,322,2100,0,2100,0,2000
EE1_BEG_01-WW1_END_01-0,0,0,0,-101,327,-101,327,2101,0,2101,0,2000
EE1_BEG_02-WW1_END_02-0,0,0,0,-102,332,-102,332,2102,0,2102,0,2000
EE1_BEG_03-WW1_END_03-0,0,0,0,-103,337,-103,337,2103,0,2103,0,2000
EE1_BEG_04-WW1_END_04-0,0,0,0,-104,342,-104,342,2104,0,2104,0,2000
EE1_BEG_05-WW1_END_05-0,0,0,0,-105,347,-105,347,2105,0,2105,0,2000
EE1_BEG_06-WW1_END_06-0,0,0,0,-106,352,-106,352,2106,0,2106,0,2000
EE1_BEG_07-WW1_END_07-0,0,0,0,-107,357,-107,357,2107,0,2107,0,2000
EE1_BEG_08-WW1_END_08-0,0,0,0,-108,362,-108,362,2108,0,2108,0,2000
EE1_BEG_09-WW1_END_09-0,0,0,0,-109,367,-109,367,2109,0,2109,0,2000
EE1_BEG_10-WW1_END_10-0,0,0,0,-110,372,-110,372,2110,0,2110,0,2000
EE1_BEG_11-WW1_END_11-0,0,0,0,-111,377,-111,377,2111,0,2111,0,2000
EE1_BEG_12-WW1_END_12-0,0,0,0,-112,382,-112,382,2112,0,2112,0,2000
EE1_BEG_13-WW1_END_13-0,0,0,0,-113,387,-113,387,2113,0,2113,0,2000
EE1_BEG_14-WW1_END_14-0,0,0,0,-114,392,-114,392,2114,0,2114,0,2000
EE1_BEG_15-WW1_END_15-0,0,0,0,-115,397,-115,397,2115,0,2115,0,2000
WW1_BEG_00-EE1_END_00-0,0,0,0,100,-322,100,-322,-2100,0,-2100,0,-2000
WW1_BEG_01-EE1_END_01-0,0,0,0,101,-327,101,-327,-2101,0,-2101,0,-2000
WW1_BEG_02-EE1_END_02-0,0,0,0,102,-332,102,-332,-2102,0,-2102,0,-2000
WW1_BEG_03-EE1_END_03-0,0,0,0,103,-337,103,-337,-2103,0,-2103,0,-2000
WW1_BEG_04-EE1_END_04-0,0,0,0,104,-342,104,-342,-2104,0,-2104,0,-2000
WW1_BEG_05-EE1_END_05-0,0,0,0,105,-347,105,-347,-2105,0,-2105,0,-2000
WW1_BEG_06-EE1_END_06-0,0,0,0,106,-352,106,-352,-2106,0,-2106,0,-2000
WW1_BEG_07-EE1_END_07-0,0,0,0,107,-357,107,-357,-2107,0,-2107,0,-2000
WW1_BEG_08-EE1_END_08-0,0,0,0,108,-362,108,-362,-2108,0,-2108,0,-2000
WW1_BEG_09-EE1_END_09-0,0,0,0,109,-367,109,-367,-2109,0,-2109,0,-2000
WW1_BEG_10-EE1_END_10-0,0,0,0,110,-372,110,-372,-2110,0,-2110,0,-2000
WW1_BEG_11-EE1_END_11-0,0,0,0,111,-377,111,-377,-2111,0,-2111,0,-2000
WW1_BEG_12-EE1_END_12-0,0,0,0,112,-382,112,-382,-2112,0,-2112,0,-2000
WW1_BEG_13-EE1_END_13-0,0,0,0,113,-387,113,-387,-2113,0,-2113,0,-2000
WW1_BEG_14-EE1_END_14-0,0,0,0,114,-392,114,-392,-2114,0,-2114,0,-2000
WW1_BEG_15-EE1_END_15-0,0,0,0,115,-397,115,-397,-2115,0,-2115,0,-2000
